uei,district_norm,state,issue_date,label,latitude,longitude,n_missing_features,rain_prev_3d_mm,rain_prev_7d_mm,rain_prev_14d_mm,et0_prev_7d_mm,forecast_rain_0_24h_mm,forecast_rain_24_48h_mm,river_discharge_current_m3s,river_discharge_change_pct,elevation_m,slope_proxy_pct,historical_flood_event_count_district,historical_flood_years_count,distance_to_nearest_recorded_flood_event_km,days_since_last_recorded_flood
UEI-IMD-FL-2015-0046,alappuzha,Kerala,2015-03-26,1,9.49004,76.3264,0,1.6,1.7000000000000002,32.1,37.0,1.3,0.4,0.03,-50.0,7.0,0.631,79,33,0.0,13
UEI-IMD-FL-2015-0046,pathanamthitta,Kerala,2015-03-26,1,9.26667,76.78333,6,,,,,,,5.1,-12.7,28.0,0.991,50,25,0.0,23
UEI-IMD-FL-2015-0018,shimla,Himachal Pradesh,2015-04-02,1,31.10442,77.16662,8,,,,,,,,,2122.0,23.694,79,31,0.0,253
UEI-IMD-FL-2015-0100,mainpuri,Uttar Pradesh,2015-04-03,1,27.22857,79.02882,8,,,,,,,,,160.0,0.27,27,18,0.0,2480
UEI-IMD-FL-2015-0027,jammu,Jammu and Kashmir,2015-04-03,1,32.73528,74.86167,8,,,,,,,,,365.0,4.505,42,24,0.0,253
UEI-IMD-FL-2015-0027,kashmir,Jammu and Kashmir,2015-04-03,1,31.33637,77.17505,8,,,,,,,,,1824.0,30.45,1,1,0.0,9379
UEI-IMD-FL-2015-0100,bara banki,Uttar Pradesh,2015-04-03,1,26.92384,81.17927,0,0.0,14.1,14.1,36.15,0.7,0.0,0.28,27.3,122.0,0.631,44,28,0.0,232
UEI-IMD-FL-2015-0100,sitapur,Uttar Pradesh,2015-04-03,1,20.82841,84.13535,8,,,,,,,,,104.0,4.054,38,24,0.0,232
UEI-IMD-FL-2015-0047,alappuzha,Kerala,2015-04-05,1,9.49004,76.3264,0,6.1000000000000005,28.499999999999996,31.8,32.440000000000005,2.3,7.9,0.06,100.0,7.0,0.631,80,33,0.0,9
UEI-IMD-FL-2015-0047,kollam,Kerala,2015-04-05,1,8.88113,76.58469,6,,,,,,,0.75,141.9,9.0,0.811,72,29,0.0,633
UEI-IMD-FL-2015-0047,idukki,Kerala,2015-04-05,1,9.85,76.96667,8,,,,,,,,,615.0,9.91,78,32,0.0,288
UEI-IMD-FL-2015-0047,palakkad,Kerala,2015-04-05,1,10.77319,76.65366,8,,,,,,,,,88.0,0.45,47,30,0.0,247
UEI-IMD-FL-2015-0047,ernakulam,Kerala,2015-04-05,1,9.96714,76.29036,8,,,,,,,,,9.0,0.811,53,33,0.0,33
UEI-IMD-FL-2015-0034,kodagu,Karnataka,2015-04-06,1,13.2996,77.70028,7,,,,,,,0.0,,933.0,4.234,35,23,0.0,613
UEI-IMD-FL-2015-0034,hassan,Karnataka,2015-04-06,1,13.00715,76.0962,6,,,,,,,0.19,18.8,954.0,2.252,24,16,0.0,31
UEI-IMD-FL-2015-0034,ballari,Karnataka,2015-04-06,1,15.14205,76.92398,0,0.0,0.2,0.2,49.46,0.0,0.0,0.56,5.7,454.0,0.721,39,25,0.0,31
UEI-IMD-FL-2015-0034,raichur,Karnataka,2015-04-06,1,16.20546,77.35567,7,,,,,,,0.0,,400.0,0.541,40,22,0.0,226
UEI-IMD-FL-2015-0048,thiruvananthapuram,Kerala,2015-04-10,1,8.4855,76.94924,8,,,,,,,,,12.0,2.432,142,36,0.0,28
UEI-IMD-FL-2015-0048,pathanamthitta,Kerala,2015-04-10,1,9.26667,76.78333,6,,,,,,,6.91,23.0,28.0,0.991,51,25,0.0,14
UEI-IMD-FL-2015-0048,kollam,Kerala,2015-04-10,1,8.88113,76.58469,6,,,,,,,0.91,-16.5,9.0,0.811,73,30,0.0,4
UEI-IMD-FL-2015-0048,kozhikode,Kerala,2015-04-10,1,11.24802,75.7804,6,,,,,,,1.44,65.5,8.0,0.721,89,38,0.0,252
UEI-IMD-FL-2015-0048,ernakulam,Kerala,2015-04-10,1,9.96714,76.29036,8,,,,,,,,,9.0,0.811,54,33,0.0,4
UEI-IMD-FL-2015-0048,malappuram,Kerala,2015-04-10,1,11.04199,76.08154,8,,,,,,,,,75.0,5.135,66,31,0.0,38
UEI-IMD-FL-2015-0048,idukki,Kerala,2015-04-10,1,9.85,76.96667,8,,,,,,,,,615.0,9.91,79,33,0.0,4
UEI-IMD-FL-2015-0049,malappuram,Kerala,2015-04-18,1,11.04199,76.08154,8,,,,,,,,,75.0,5.135,67,31,0.0,7
UEI-IMD-FL-2015-0049,palakkad,Kerala,2015-04-18,1,10.77319,76.65366,8,,,,,,,,,88.0,0.45,48,31,0.0,12
UEI-IMD-FL-2015-0049,idukki,Kerala,2015-04-18,1,9.85,76.96667,8,,,,,,,,,615.0,9.91,80,33,0.0,7
UEI-IMD-FL-2015-0049,kasaragod,Kerala,2015-04-18,1,12.49838,74.98959,8,,,,,,,,,38.0,3.243,50,27,0.0,260
UEI-IMD-FL-2015-0049,kannur,Kerala,2015-04-18,1,11.86752,75.35763,8,,,,,,,,,15.0,1.351,56,35,0.0,260
UEI-IMD-FL-2015-0049,alappuzha,Kerala,2015-04-18,1,9.49004,76.3264,0,20.1,57.89999999999999,86.10000000000001,30.049999999999997,4.5,6.3,0.12,0.0,7.0,0.631,81,33,0.0,12
UEI-IMD-FL-2015-0049,pathanamthitta,Kerala,2015-04-18,1,9.26667,76.78333,6,,,,,,,7.22,2.4,28.0,0.991,52,25,0.0,7
UEI-IMD-FL-2015-0049,thiruvananthapuram,Kerala,2015-04-18,1,8.4855,76.94924,8,,,,,,,,,12.0,2.432,143,36,0.0,7
UEI-IMD-FL-2015-0085,thiruvarur,Tamil Nadu,2015-04-20,1,10.77269,79.6368,8,,,,,,,,,16.0,0.631,16,12,0.0,520
UEI-IMD-FL-2015-0035,urban,Karnataka,2015-04-21,1,13.85235,75.91578,8,,,,,,,,,852.0,2.072,0,0,38.57,36500
UEI-IMD-FL-2015-0035,shivamogga,Karnataka,2015-04-21,1,13.93157,75.56791,8,,,,,,,,,589.0,1.261,28,22,0.0,337
UEI-IMD-FL-2015-0035,tumakuru,Karnataka,2015-04-21,1,13.34136,77.1022,6,,,,,,,0.06,-62.5,813.0,0.721,22,15,0.0,202
UEI-IMD-FL-2015-0086,vellore,Tamil Nadu,2015-04-24,1,12.9184,79.13255,8,,,,,,,,,215.0,4.595,13,12,0.0,904
UEI-IMD-FL-2015-0050,alappuzha,Kerala,2015-04-25,1,9.49004,76.3264,0,39.4,92.10000000000001,150.0,27.439999999999998,5.5,4.9,0.47,291.7,7.0,0.631,82,33,0.0,6
UEI-IMD-FL-2015-0050,kannur,Kerala,2015-04-25,1,11.86752,75.35763,8,,,,,,,,,15.0,1.351,57,36,0.0,6
UEI-IMD-FL-2015-0050,kottayam,Kerala,2015-04-25,1,9.58692,76.52132,6,,,,,,,4.37,91.7,26.0,2.072,73,36,0.0,43
UEI-IMD-FL-2015-0050,malappuram,Kerala,2015-04-25,1,11.04199,76.08154,8,,,,,,,,,75.0,5.135,68,31,0.0,6
UEI-IMD-FL-2015-0050,pathanamthitta,Kerala,2015-04-25,1,9.26667,76.78333,6,,,,,,,14.6,102.2,28.0,0.991,53,25,0.0,6
UEI-IMD-FL-2015-0050,thiruvananthapuram,Kerala,2015-04-25,1,8.4855,76.94924,8,,,,,,,,,12.0,2.432,144,36,0.0,6
UEI-IMD-FL-2015-0050,ernakulam,Kerala,2015-04-25,1,9.96714,76.29036,8,,,,,,,,,9.0,0.811,55,33,0.0,14
UEI-IMD-FL-2015-0051,thiruvananthapuram,Kerala,2015-05-02,1,8.4855,76.94924,8,,,,,,,,,12.0,2.432,145,36,0.0,6
UEI-IMD-FL-2015-0051,ernakulam,Kerala,2015-05-02,1,9.96714,76.29036,8,,,,,,,,,9.0,0.811,56,33,0.0,6
UEI-IMD-FL-2015-0051,idukki,Kerala,2015-05-02,1,9.85,76.96667,8,,,,,,,,,615.0,9.91,81,33,0.0,13
UEI-IMD-FL-2015-0051,kannur,Kerala,2015-05-02,1,11.86752,75.35763,8,,,,,,,,,15.0,1.351,58,36,0.0,6
UEI-IMD-FL-2015-0051,palakkad,Kerala,2015-05-02,1,10.77319,76.65366,8,,,,,,,,,88.0,0.45,49,31,0.0,13
UEI-IMD-FL-2015-0051,thrissur,Kerala,2015-05-02,1,10.51667,76.21667,8,,,,,,,,,15.0,0.901,60,35,0.0,50
UEI-IMD-FL-2015-0036,tumakuru,Karnataka,2015-05-03,1,13.34136,77.1022,6,,,,,,,0.06,0.0,813.0,0.721,23,16,0.0,11
UEI-IMD-FL-2015-0036,raichur,Karnataka,2015-05-03,1,16.20546,77.35567,6,,,,,,,0.03,0.0,400.0,0.541,41,23,0.0,26
UEI-IMD-FL-2015-0052,thrissur,Kerala,2015-05-06,1,10.51667,76.21667,8,,,,,,,,,15.0,0.901,61,35,0.0,3
UEI-IMD-FL-2015-0052,palakkad,Kerala,2015-05-06,1,10.77319,76.65366,8,,,,,,,,,88.0,0.45,50,31,0.0,3
UEI-IMD-FL-2015-0052,kottayam,Kerala,2015-05-06,1,9.58692,76.52132,6,,,,,,,3.41,-10.0,26.0,2.072,74,36,0.0,10
UEI-IMD-FL-2015-0053,malappuram,Kerala,2015-05-09,1,11.04199,76.08154,8,,,,,,,,,75.0,5.135,69,31,0.0,13
UEI-IMD-FL-2015-0053,kozhikode,Kerala,2015-05-09,1,11.24802,75.7804,6,,,,,,,1.72,97.7,8.0,0.721,90,39,0.0,28
UEI-IMD-FL-2015-0053,kollam,Kerala,2015-05-09,1,8.88113,76.58469,6,,,,,,,2.91,167.0,9.0,0.811,74,30,0.0,28
UEI-IMD-FL-2015-0053,thrissur,Kerala,2015-05-09,1,10.51667,76.21667,8,,,,,,,,,15.0,0.901,62,35,0.0,2
UEI-IMD-FL-2015-0053,kasaragod,Kerala,2015-05-09,1,12.49838,74.98959,8,,,,,,,,,38.0,3.243,51,28,0.0,20
UEI-IMD-FL-2015-0053,kannur,Kerala,2015-05-09,1,11.86752,75.35763,8,,,,,,,,,15.0,1.351,59,36,0.0,6
UEI-IMD-FL-2015-0053,idukki,Kerala,2015-05-09,1,9.85,76.96667,8,,,,,,,,,615.0,9.91,82,33,0.0,6
UEI-IMD-FL-2015-0053,ernakulam,Kerala,2015-05-09,1,9.96714,76.29036,8,,,,,,,,,9.0,0.811,57,33,0.0,6
UEI-IMD-FL-2015-0053,palakkad,Kerala,2015-05-09,1,10.77319,76.65366,8,,,,,,,,,88.0,0.45,51,31,0.0,2
UEI-IMD-FL-2015-0087,coimbatore,Tamil Nadu,2015-05-13,1,11.00555,76.96612,6,,,,,,,3.79,501.6,422.0,0.811,25,20,0.0,357
UEI-IMD-FL-2015-0087,pudukkottai,Tamil Nadu,2015-05-13,1,10.38128,78.82141,7,,,,,,,0.31,,101.0,0.721,15,12,0.0,534
UEI-IMD-FL-2015-0054,kasaragod,Kerala,2015-05-14,1,12.49838,74.98959,8,,,,,,,,,38.0,3.243,52,28,0.0,4
UEI-IMD-FL-2015-0054,kollam,Kerala,2015-05-14,1,8.88113,76.58469,6,,,,,,,4.41,270.6,9.0,0.811,75,30,0.0,4
UEI-IMD-FL-2015-0054,thiruvananthapuram,Kerala,2015-05-14,1,8.4855,76.94924,8,,,,,,,,,12.0,2.432,146,36,0.0,11
UEI-IMD-FL-2015-0037,chitradurga,Karnataka,2015-05-26,1,14.22262,76.40038,7,,,,,,,0.0,,738.0,1.892,21,15,0.0,267
UEI-IMD-FL-2015-0037,hassan,Karnataka,2015-05-26,1,13.00715,76.0962,6,,,,,,,0.19,-66.1,954.0,2.252,25,16,0.0,49
UEI-IMD-FL-2015-0006,barpeta,Assam,2015-05-31,1,26.32293,91.00632,0,190.0,350.6,444.5,11.779999999999998,29.9,13.8,105.17,306.8,46.0,0.36,75,34,0.0,101
UEI-IMD-FL-2015-0006,goalpara,Assam,2015-05-31,1,26.17668,90.62634,8,,,,,,,,,40.0,0.901,65,38,0.0,101
UEI-IMD-FL-2015-0006,dhemaji,Assam,2015-05-31,1,27.48333,94.58333,8,,,,,,,,,109.0,1.081,111,32,0.0,101
UEI-IMD-FL-2015-0067,nanded,Maharashtra,2015-06-06,1,19.16023,77.31497,8,,,,,,,,,363.0,0.36,40,27,0.0,845
UEI-IMD-FL-2015-0067,dharashiv,Maharashtra,2015-06-06,1,18.18158,76.03889,6,,,,,,,0.03,0.0,665.0,2.072,24,19,0.0,2458
UEI-IMD-FL-2015-0067,hingoli,Maharashtra,2015-06-06,1,19.71464,77.14238,6,,,,,,,0.19,0.0,458.0,1.351,18,14,0.0,2866
UEI-IMD-FL-2015-0067,beed,Maharashtra,2015-06-06,1,18.98921,75.75634,7,,,,,,,0.0,,510.0,0.631,35,24,0.0,1671
UEI-IMD-FL-2015-0067,parbhani,Maharashtra,2015-06-06,1,19.26855,76.77081,6,,,,,,,0.5,-15.3,421.0,0.991,32,23,0.0,1799
UEI-IMD-FL-2015-0067,jalna,Maharashtra,2015-06-06,1,19.84102,75.88636,8,,,,,,,,,502.0,0.631,28,20,0.0,1671
UEI-IMD-FL-2015-0067,aurangabad,Maharashtra,2015-06-06,1,19.87757,75.34226,0,1.2,1.2,1.2,51.93,2.9,5.2,0.85,-2.3,587.0,0.631,69,37,0.0,1671
UEI-IMD-FL-2015-0067,latur,Maharashtra,2015-06-06,1,18.39721,76.56784,8,,,,,,,,,639.0,1.712,25,19,0.0,1746
UEI-IMD-FL-2015-0055,alappuzha,Kerala,2015-06-07,1,9.49004,76.3264,0,33.4,85.69999999999999,154.20000000000002,21.63,23.9,11.7,1.65,-2.4,7.0,0.631,83,33,0.0,42
UEI-IMD-FL-2015-0055,kollam,Kerala,2015-06-07,1,8.88113,76.58469,6,,,,,,,2.66,-32.5,9.0,0.811,76,30,0.0,23
UEI-IMD-FL-2015-0055,thrissur,Kerala,2015-06-07,1,10.51667,76.21667,8,,,,,,,,,15.0,0.901,63,35,0.0,28
UEI-IMD-FL-2015-0055,thiruvananthapuram,Kerala,2015-06-07,1,8.4855,76.94924,8,,,,,,,,,12.0,2.432,147,36,0.0,23
UEI-IMD-FL-2015-0055,kannur,Kerala,2015-06-07,1,11.86752,75.35763,8,,,,,,,,,15.0,1.351,60,36,0.0,28
UEI-IMD-FL-2015-0007,sonitpur,Assam,2015-06-08,1,26.78196,92.44907,8,,,,,,,,,101.0,0.36,89,37,0.0,109
UEI-IMD-FL-2015-0007,tinsukia,Assam,2015-06-08,1,27.48905,95.35992,8,,,,,,,,,127.0,0.45,45,26,0.0,109
UEI-IMD-FL-2015-0007,dhemaji,Assam,2015-06-08,1,27.48333,94.58333,8,,,,,,,,,109.0,1.081,112,32,0.0,7
UEI-IMD-FL-2015-0007,nalbari,Assam,2015-06-08,1,26.43937,91.44041,8,,,,,,,,,53.0,0.09,65,29,0.0,109
UEI-IMD-FL-2015-0007,nagaon,Assam,2015-06-08,1,24.7321,83.2288,8,,,,,,,,,322.0,0.901,66,37,0.0,109
UEI-IMD-FL-2015-0007,darrang,Assam,2015-06-08,1,26.63333,92.8,6,,,,,,,31187.89,53.8,70.0,0.36,70,38,0.0,109
UEI-IMD-FL-2015-0007,lakhimpur,Assam,2015-06-08,1,27.94822,80.77935,8,,,,,,,,,152.0,0.811,121,44,0.0,109
UEI-IMD-FL-2015-0007,jorhat,Assam,2015-06-08,1,26.75751,94.20306,8,,,,,,,,,92.0,0.45,88,35,0.0,109
UEI-IMD-FL-2015-0007,goalpara,Assam,2015-06-08,1,26.17668,90.62634,8,,,,,,,,,40.0,0.901,66,38,0.0,7
UEI-IMD-FL-2015-0007,dibrugarh,Assam,2015-06-08,1,27.47989,94.90837,8,,,,,,,,,108.0,0.541,72,37,0.0,109
UEI-IMD-FL-2015-0007,baksa,Assam,2015-06-08,1,28.7643,78.00321,6,,,,,,,0.12,0.0,217.0,0.541,24,17,0.0,109
UEI-IMD-FL-2015-0007,barpeta,Assam,2015-06-08,1,26.32293,91.00632,0,39.2,100.0,499.6,21.32,43.9,101.5,50.17,-40.2,46.0,0.36,76,34,0.0,7
UEI-IMD-FL-2015-0007,marigaon,Assam,2015-06-08,1,21.63523,85.57643,8,,,,,,,,,498.0,9.64,43,24,0.0,109
UEI-IMD-FL-2015-0004,namsai,Arunachal Pradesh,2015-06-09,1,27.66904,95.86395,8,,,,,,,,,146.0,0.45,14,13,0.0,997
UEI-IMD-FL-2015-0004,longding,Arunachal Pradesh,2015-06-09,1,26.88412,95.31946,8,,,,,,,,,809.0,7.477,14,13,0.0,997
UEI-IMD-FL-2015-0004,siang,Arunachal Pradesh,2015-06-09,1,22.59347,83.05274,8,,,,,,,,,391.0,2.613,16,14,0.0,997
UEI-IMD-FL-2015-0004,shi yomi,Arunachal Pradesh,2015-06-09,1,28.52999,94.37322,8,,,,,,,,,1373.0,32.072,14,13,0.0,997
UEI-IMD-FL-2015-0004,pak,Arunachal Pradesh,2015-06-09,1,23.86238,76.66032,8,,,,,,,,,440.0,0.45,1,1,0.0,997
UEI-IMD-FL-2015-0004,lohit,Arunachal Pradesh,2015-06-09,1,17.83722,79.65628,8,,,,,,,,,264.0,0.991,33,22,0.0,299
UEI-IMD-FL-2015-0004,tawang,Arunachal Pradesh,2015-06-09,1,27.57417,91.795,8,,,,,,,,,2312.0,42.613,22,19,0.0,997
UEI-IMD-FL-2015-0004,changlang,Arunachal Pradesh,2015-06-09,1,27.13177,95.73486,6,,,,,,,92.54,63.7,367.0,21.802,17,14,0.0,713
UEI-IMD-FL-2015-0004,tirap,Arunachal Pradesh,2015-06-09,1,27.16414,95.78127,8,,,,,,,,,319.0,14.865,14,13,0.0,997
UEI-IMD-FL-2015-0017,surendranagar,Gujarat,2015-06-12,1,22.72706,71.64856,8,,,,,,,,,72.0,0.991,31,21,0.0,624
UEI-IMD-FL-2015-0017,rajkot,Gujarat,2015-06-12,1,25.73681,75.58779,8,,,,,,,,,313.0,1.982,32,20,0.0,624
UEI-IMD-FL-2015-0017,bhavnagar,Gujarat,2015-06-12,1,21.76287,72.15331,6,,,,,,,3.69,558.9,23.0,1.171,29,20,0.0,624
UEI-IMD-FL-2015-0017,junagadh,Gujarat,2015-06-12,1,21.51966,70.45981,8,,,,,,,,,93.0,2.432,35,23,0.0,624
UEI-IMD-FL-2015-0017,jamnagar,Gujarat,2015-06-12,1,22.47292,70.06673,8,,,,,,,,,17.0,0.541,26,17,0.0,624
UEI-IMD-FL-2015-0017,morbi,Gujarat,2015-06-12,1,32.33604,76.06014,8,,,,,,,,,1024.0,24.865,19,12,0.0,624
UEI-IMD-FL-2015-0017,kachchh,Gujarat,2015-06-12,1,26.05654,76.61051,8,,,,,,,,,226.0,0.721,20,12,0.0,624
UEI-IMD-FL-2015-0017,porbandar,Gujarat,2015-06-12,1,21.64219,69.60929,6,,,,,,,0.25,13.6,8.0,0.631,22,15,0.0,624
UEI-IMD-FL-2015-0017,ahmedabad,Gujarat,2015-06-12,1,23.02579,72.58727,0,0.2,1.6,1.6,46.64,0.6,0.7,1.38,0.0,53.0,0.631,42,25,0.0,624
UEI-IMD-FL-2015-0017,botad,Gujarat,2015-06-12,1,22.16917,71.66671,0,4.8,12.0,17.8,46.73,5.2,0.0,0.63,85.3,88.0,0.541,19,12,0.0,624
UEI-IMD-FL-2015-0017,amreli,Gujarat,2015-06-12,1,21.59983,71.21169,1,1.7999999999999998,7.699999999999999,8.5,39.540000000000006,6.7,3.0,0.0,,123.0,0.721,28,19,0.0,624
UEI-IMD-FL-2015-0089,chennai,Tamil Nadu,2015-06-16,1,13.08784,80.27847,8,,,,,,,,,15.0,0.901,42,29,0.0,643
UEI-IMD-FL-2015-0056,pathanamthitta,Kerala,2015-06-18,1,9.26667,76.78333,6,,,,,,,26.1,-6.7,28.0,0.991,54,25,0.0,53
UEI-IMD-FL-2015-0056,palakkad,Kerala,2015-06-18,1,10.77319,76.65366,8,,,,,,,,,88.0,0.45,52,31,0.0,39
UEI-IMD-FL-2015-0056,kottayam,Kerala,2015-06-18,1,9.58692,76.52132,6,,,,,,,16.66,-11.2,26.0,2.072,75,36,0.0,42
UEI-IMD-FL-2015-0056,kasaragod,Kerala,2015-06-18,1,12.49838,74.98959,8,,,,,,,,,38.0,3.243,53,28,0.0,34
UEI-IMD-FL-2015-0056,idukki,Kerala,2015-06-18,1,9.85,76.96667,8,,,,,,,,,615.0,9.91,83,33,0.0,39
UEI-IMD-FL-2015-0056,ernakulam,Kerala,2015-06-18,1,9.96714,76.29036,8,,,,,,,,,9.0,0.811,58,33,0.0,39
UEI-IMD-FL-2015-0056,alappuzha,Kerala,2015-06-18,1,9.49004,76.3264,0,47.8,147.49999999999997,235.59999999999997,18.169999999999998,14.1,8.8,2.87,-4.3,7.0,0.631,84,33,0.0,10
UEI-IMD-FL-2015-0056,thiruvananthapuram,Kerala,2015-06-18,1,8.4855,76.94924,8,,,,,,,,,12.0,2.432,148,36,0.0,10
UEI-IMD-FL-2015-0056,thrissur,Kerala,2015-06-18,1,10.51667,76.21667,8,,,,,,,,,15.0,0.901,64,35,0.0,10
UEI-IMD-FL-2015-0038,shivamogga,Karnataka,2015-06-19,1,13.93157,75.56791,8,,,,,,,,,589.0,1.261,29,23,0.0,58
UEI-IMD-FL-2015-0038,kodagu,Karnataka,2015-06-19,1,13.2996,77.70028,6,,,,,,,0.0,-100.0,933.0,4.234,36,24,0.0,73
