latitude,longitude,source_file,region,label,negative_basis,elevation_m,slope_deg,aspect_sin,aspect_cos,profile_curvature,relief_local_m,block
27.29094683741536,88.87426383055326,google_earth_point,southern_sikkim,1,,3347.0,37.713,0.74721,-0.66459,0.00013184,195.0,4443_1364
27.41098611111111,88.75459416488353,google_earth_point,southern_sikkim,1,,3838.0,32.208,0.40348,0.91499,0.00172478,144.0,4437_1370
27.41181156201286,88.74598902239659,google_earth_point,southern_sikkim,1,,3856.0,32.941,-0.22079,0.97532,5.065e-05,143.0,4437_1370
27.28504021971184,88.79251830306967,google_earth_point,southern_sikkim,1,,3403.0,33.164,-0.8884,-0.45908,-0.00242053,163.0,4439_1364
27.39428131221561,88.82048835549513,google_earth_point,southern_sikkim,1,,4474.0,32.136,-0.77827,-0.62793,0.00053287,156.0,4441_1369
27.38234357101308,88.74135653941927,google_earth_point,southern_sikkim,1,,3646.0,26.403,-0.34129,0.93996,0.00340656,115.0,4437_1369
27.40117613418454,88.81546101380998,google_earth_point,southern_sikkim,1,,4497.0,22.368,-0.96191,-0.27338,0.00611183,94.0,4440_1370
27.39767848740543,88.81353310482173,google_earth_point,southern_sikkim,1,,4390.0,39.646,-0.99228,0.12403,0.00462294,168.0,4440_1369
27.39797224560936,88.81427029311833,google_earth_point,southern_sikkim,1,,4440.0,39.403,-0.98058,0.19612,0.00180883,168.0,4440_1369
27.41100045784546,88.75182980441224,google_earth_point,southern_sikkim,1,,3843.0,30.264,-0.25707,0.96639,0.00022829,121.0,4437_1370
27.286875,88.73990555555555,google_earth_point,southern_sikkim,1,,2110.0,48.953,0.61193,-0.79091,0.00146105,274.0,4436_1364
27.2703586795352,88.85630846700964,google_earth_point,southern_sikkim,1,,3074.0,37.248,0.25755,-0.96627,-0.00051093,160.0,4442_1363
27.29192233711034,88.84036757844505,google_earth_point,southern_sikkim,1,,3574.0,26.861,0.06033,-0.99818,0.00176018,108.0,4442_1364
27.29244971029751,88.84062111228512,google_earth_point,southern_sikkim,1,,3600.0,27.774,-0.07912,-0.99687,0.00086909,115.0,4442_1364
27.35604556650621,88.82425738107906,google_earth_point,southern_sikkim,1,,4060.0,41.397,0.36867,-0.92956,0.00251574,214.0,4441_1367
27.31521415421343,88.86251265193629,google_earth_point,southern_sikkim,1,,3869.0,30.759,-0.70944,-0.70477,0.00016159,146.0,4443_1365
27.30451934574344,88.8827354489395,google_earth_point,southern_sikkim,1,,3653.0,38.121,-0.90446,-0.42656,0.00127123,200.0,4444_1365
27.28327412582142,88.88891076512013,google_earth_point,southern_sikkim,1,,3626.0,22.33,-0.99413,-0.1082,0.00381724,93.0,4444_1364
27.29169828518166,88.84007468411453,google_earth_point,southern_sikkim,1,,3557.0,26.65,0.11347,-0.99354,0.00066631,104.0,4442_1364
27.24694166666667,88.78705,google_earth_point,southern_sikkim,1,,2635.0,46.925,0.87913,-0.47658,0.00657029,270.0,4439_1362
27.23971944444445,88.7763138888889,google_earth_point,southern_sikkim,1,,2183.0,32.204,0.94824,-0.31755,-0.00063907,146.0,4438_1361
27.26429722222223,88.83901666666667,google_earth_point,southern_sikkim,1,,2551.0,42.904,-0.57386,-0.81895,-0.00018958,222.0,4441_1363
27.26833055555555,88.83188888888888,google_earth_point,southern_sikkim,1,,2664.0,40.402,-0.84366,-0.53688,-0.00285196,258.0,4441_1363
27.29276388888889,88.77533611111112,google_earth_point,southern_sikkim,1,,2870.0,38.271,0.59152,-0.80629,0.00186627,188.0,4438_1364
27.29582222222223,88.78614722222223,google_earth_point,southern_sikkim,1,,3139.0,46.371,-0.52032,-0.85397,0.00330618,238.0,4439_1364
27.41307090535702,88.76545478239635,google_earth_point,southern_sikkim,1,,3760.0,27.274,-0.60344,0.79741,-0.00081822,136.0,4438_1370
27.25164444444445,88.74196388888889,google_earth_point,southern_sikkim,1,,2364.0,30.669,0.62298,-0.78224,0.00211114,150.0,4437_1362
27.29145277777778,88.70227777777778,google_earth_point,southern_sikkim,1,,2300.0,35.718,0.28007,-0.95998,0.0013345,167.0,4435_1364
27.28393888888889,88.71533333333333,google_earth_point,southern_sikkim,1,,1550.0,40.974,0.65408,-0.75643,0.00154274,214.0,4435_1364
27.28454166666667,88.71551111111111,google_earth_point,southern_sikkim,1,,1590.0,41.088,0.78366,-0.62119,0.00514402,231.0,4435_1364
27.28466666666667,88.71256666666667,google_earth_point,southern_sikkim,1,,1659.0,42.425,0.28874,-0.95741,-0.00429075,189.0,4435_1364
27.28579444444445,88.73972222222223,google_earth_point,southern_sikkim,1,,2000.0,46.901,0.54325,-0.83957,-0.00168973,273.0,4436_1364
27.28455833333334,88.74000555555556,google_earth_point,southern_sikkim,1,,1885.0,49.206,0.62089,-0.7839,0.00353151,307.0,4437_1364
27.28396388888889,88.73071388888889,google_earth_point,southern_sikkim,1,,1628.0,43.988,0.00144,-1.0,-0.00088825,182.0,4436_1364
27.30692222222222,88.72035277777778,google_earth_point,southern_sikkim,1,,2099.0,47.39,0.96714,-0.25424,0.00276834,238.0,4436_1365
27.30773611111111,88.72998333333334,google_earth_point,southern_sikkim,1,,2036.0,41.815,-0.99674,-0.08073,-0.00081911,176.0,4436_1365
27.29695555555556,88.75791111111111,google_earth_point,southern_sikkim,1,,2584.0,37.88,0.69631,-0.71774,-0.00015354,196.0,4437_1364
27.30737777777778,88.74410833333333,google_earth_point,southern_sikkim,1,,2892.0,37.175,0.75822,-0.652,0.00257952,186.0,4437_1365
27.30657222222221,88.74369444444444,google_earth_point,southern_sikkim,1,,2872.0,36.334,0.48532,-0.87434,0.00473929,174.0,4437_1365
27.29933611111111,88.77169166666667,google_earth_point,southern_sikkim,1,,3081.0,43.377,-0.49535,-0.8687,0.00574797,224.0,4438_1364
27.29409722222222,88.75883611111111,google_earth_point,southern_sikkim,1,,2346.0,41.46,0.62412,-0.78133,0.00151638,228.0,4437_1364
27.30500833333333,88.88196111111111,google_earth_point,southern_sikkim,1,,3613.0,40.818,-0.88119,-0.47276,0.00071988,217.0,4444_1365
27.29390398562222,88.7495911462523,google_earth_point,southern_sikkim,1,,2236.0,36.773,0.99983,-0.01858,0.0030648,146.0,4437_1364
27.27645479310381,88.79754610840237,google_earth_point,southern_sikkim,1,,3657.0,13.46,-0.92848,-0.37139,0.00403669,58.0,4439_1363
27.29161188257799,88.75007560026702,google_earth_point,southern_sikkim,1,,2162.0,38.27,1.0,0.0,0.00126005,176.0,4437_1364
27.27846944444444,88.79468333333332,google_earth_point,southern_sikkim,1,,3459.0,36.84,-0.99924,0.03893,0.00118341,155.0,4439_1363
27.39307270497994,88.68033287587353,google_earth_point,southern_sikkim,1,,2916.0,39.575,-0.99983,0.01848,-0.00057161,159.0,4434_1369
27.39383957010557,88.68120913031072,google_earth_point,southern_sikkim,1,,2993.0,30.329,-0.99235,0.12345,0.00390864,126.0,4434_1369
27.39179722222222,88.67811666666667,google_earth_point,southern_sikkim,1,,2752.0,36.39,-0.82355,0.56725,-0.0023601,172.0,4433_1369
27.40390333690794,88.70941133300761,google_earth_point,southern_sikkim,1,,3511.0,24.467,-0.94621,-0.32354,0.00217836,139.0,4435_1370
27.30452381400508,88.72083547491528,google_earth_point,southern_sikkim,1,,1914.0,56.452,0.88136,-0.47245,-0.00466683,310.0,4436_1365
27.19613611111111,88.72096111111111,google_earth_point,southern_sikkim,1,,1375.0,32.354,0.99976,-0.02192,0.00135629,125.0,4436_1359
27.30923029835148,88.72246040182499,google_earth_point,southern_sikkim,1,,1996.0,54.733,0.84959,-0.52744,-0.00371848,296.0,4436_1365
27.30038611111112,88.71930555555556,google_earth_point,southern_sikkim,1,,2029.0,51.738,0.96831,-0.24975,0.01124466,311.0,4435_1365
27.29355833333333,88.717825,google_earth_point,southern_sikkim,1,,1846.0,40.741,0.80135,-0.59819,0.0035096,210.0,4435_1364
27.29686388888889,88.71896666666667,google_earth_point,southern_sikkim,1,,1880.0,53.248,0.99261,-0.12135,0.0084971,285.0,4435_1364
27.2516,88.79554444444445,google_earth_point,southern_sikkim,1,,2876.0,46.522,-0.0777,-0.99698,-0.00211704,218.0,4439_1362
27.30835630000655,88.7213211418203,google_earth_point,southern_sikkim,1,,2097.0,52.433,0.85465,-0.5192,0.00399717,294.0,4436_1365
27.30124166666667,88.71953611111111,google_earth_point,southern_sikkim,1,,2024.0,49.072,0.95982,-0.2806,0.00454577,294.0,4435_1365
27.30213333333333,88.72052222222223,google_earth_point,southern_sikkim,1,,1920.0,48.32,0.99546,-0.09522,-0.00381531,228.0,4436_1365
27.30571944444445,88.72093611111111,google_earth_point,southern_sikkim,1,,2004.0,51.346,0.98092,-0.19441,-0.00057745,297.0,4436_1365
27.30852099877428,88.72153486550467,google_earth_point,southern_sikkim,1,,2073.0,53.636,0.84366,-0.53688,0.0016375,310.0,4436_1365
27.31255555555556,88.72418611111111,google_earth_point,southern_sikkim,1,,2043.0,50.904,0.99991,-0.01354,0.01486821,251.0,4436_1365
27.30874444444445,88.73506111111111,google_earth_point,southern_sikkim,1,,2388.0,39.116,-0.90016,0.43556,0.00184798,192.0,4436_1365
27.31184435229498,88.84442901511731,google_earth_point,southern_sikkim,1,,4147.0,11.766,0.99355,-0.11336,0.00693705,77.0,4442_1365
27.41556111111111,88.78766666666667,google_earth_point,southern_sikkim,1,,4371.0,30.559,-0.77626,0.63042,-0.0008982,144.0,4439_1370
27.40671567439315,88.80273481565719,google_earth_point,southern_sikkim,1,,4569.0,30.333,-0.55306,0.83314,-1.756e-05,134.0,4440_1370
27.40668695253415,88.80342775558407,google_earth_point,southern_sikkim,1,,4602.0,22.63,-0.673,0.73964,0.0040393,125.0,4440_1370
27.40695526764349,88.8041632537063,google_earth_point,southern_sikkim,1,,4631.0,26.237,-0.78905,0.61433,0.0055185,148.0,4440_1370
27.39833033265133,88.81518114438398,google_earth_point,southern_sikkim,1,,4510.0,35.685,-0.97082,0.2398,0.00422215,161.0,4440_1369
27.4041800068718,88.80970098011481,google_earth_point,southern_sikkim,1,,4504.0,30.678,0.98799,-0.15452,0.00332197,126.0,4440_1370
27.40589502680407,88.80641658423534,google_earth_point,southern_sikkim,1,,4661.0,15.237,0.20395,-0.97898,0.00385098,124.0,4440_1370
27.40665015824408,88.80578991733844,google_earth_point,southern_sikkim,1,,4701.0,5.669,-0.30782,-0.95144,0.01451474,105.0,4440_1370
27.40482081787735,88.80386120519165,google_earth_point,southern_sikkim,1,,4540.0,26.885,0.23285,-0.97251,0.00124042,114.0,4440_1370
27.40369072680698,88.79820924593324,google_earth_point,southern_sikkim,1,,4447.0,30.666,-0.65118,-0.75893,0.00153172,146.0,4439_1370
27.40761772673079,88.80520902801109,google_earth_point,southern_sikkim,1,,4630.0,29.551,-0.60508,0.79616,0.00241676,152.0,4440_1370
27.40737388799134,88.80476890773008,google_earth_point,southern_sikkim,1,,4637.0,33.47,-0.74787,0.66384,0.00486647,159.0,4440_1370
27.41417009524894,88.80466204398704,google_earth_point,southern_sikkim,1,,4658.0,28.914,-0.13579,-0.99074,-0.00102688,143.0,4440_1370
27.41427393613874,88.80364022798892,google_earth_point,southern_sikkim,1,,4644.0,35.184,-0.54374,-0.83925,0.00163287,173.0,4440_1370
27.41482912594406,88.80322023642574,google_earth_point,southern_sikkim,1,,4660.0,25.459,-0.91017,-0.41424,0.00138378,133.0,4440_1370
27.41198966400558,88.79684583317271,google_earth_point,southern_sikkim,1,,4517.0,23.845,-0.69762,-0.71647,0.0017992,120.0,4439_1370
27.41248855395779,88.79655510027685,google_earth_point,southern_sikkim,1,,4522.0,33.161,-0.75033,-0.66106,0.00135379,154.0,4439_1370
27.41289045387628,88.796270599554,google_earth_point,southern_sikkim,1,,4521.0,37.885,-0.8015,-0.598,0.00101443,182.0,4439_1370
27.41389560511123,88.79557892283405,google_earth_point,southern_sikkim,1,,4543.0,33.208,-0.82112,-0.57075,0.00246577,157.0,4439_1370
27.41400459107975,88.79383035450796,google_earth_point,southern_sikkim,1,,4459.0,26.969,-0.18561,-0.98262,-0.00053478,107.0,4439_1370
27.41729368629538,88.79111515483228,google_earth_point,southern_sikkim,1,,4434.0,33.357,-0.11182,0.99373,0.00386437,138.0,4439_1370
27.41663883335053,88.79346695605366,google_earth_point,southern_sikkim,1,,4518.0,35.321,0.11172,0.99374,0.00359991,138.0,4439_1370
27.4161011696527,88.7967213129255,google_earth_point,southern_sikkim,1,,4615.0,31.23,-0.43064,0.90252,0.00852986,150.0,4439_1370
27.41612208414823,88.79563568189525,google_earth_point,southern_sikkim,1,,4566.0,28.395,-0.67828,0.7348,0.00380703,129.0,4439_1370
27.41645466907499,88.79483410576539,google_earth_point,southern_sikkim,1,,4520.0,27.631,-0.23879,0.97107,0.00498574,129.0,4439_1370
27.41658759912672,88.79806417480142,google_earth_point,southern_sikkim,1,,4561.0,40.792,0.10301,0.99468,-0.00159292,172.0,4439_1370
27.4032026124998,88.78890470339161,google_earth_point,southern_sikkim,1,,4388.0,33.708,-0.39141,0.92022,-0.00211869,139.0,4439_1370
27.40537503739312,88.79214535847622,google_earth_point,southern_sikkim,1,,4350.0,41.231,-0.79714,0.6038,0.00011216,190.0,4439_1370
27.40241892654273,88.78812522866012,google_earth_point,southern_sikkim,1,,4426.0,22.367,-0.91129,0.41177,0.00485553,131.0,4439_1370
27.40166436912834,88.78824338896689,google_earth_point,southern_sikkim,1,,4403.0,31.991,-0.36909,-0.92939,0.00503143,139.0,4439_1370
27.40083331882461,88.78626718622523,google_earth_point,southern_sikkim,1,,4295.0,30.073,-0.23745,-0.9714,0.00162506,156.0,4439_1370
27.38502726863654,88.7907296783926,google_earth_point,southern_sikkim,1,,4293.0,37.768,-0.97698,0.21332,-0.0001953,162.0,4439_1369
27.38590818133828,88.79163544238146,google_earth_point,southern_sikkim,1,,4363.0,30.385,-0.9996,-0.02842,0.00553461,163.0,4439_1369
27.37029182313335,88.83840180560426,google_earth_point,southern_sikkim,1,,4079.0,38.341,0.50048,-0.86575,-0.0006545,164.0,4441_1368
27.36868888888889,88.84880833333332,google_earth_point,southern_sikkim,1,,4139.0,21.487,-0.58922,0.80797,0.00203915,98.0,4442_1368
27.38219404377141,88.8525635429216,google_earth_point,southern_sikkim,1,,4290.0,31.878,-0.12953,-0.99158,0.00051187,137.0,4442_1369
27.37418499215418,88.86287077031803,google_earth_point,southern_sikkim,1,,4437.0,26.599,-0.97632,-0.21634,0.00376221,114.0,4443_1368
27.36037670887603,88.88019581971824,google_earth_point,southern_sikkim,1,,4607.0,31.516,-0.90374,-0.42809,0.00059909,157.0,4444_1368
27.34747842584173,88.863660440244,google_earth_point,southern_sikkim,1,,4274.0,35.6,-0.95061,0.3104,-0.00228214,157.0,4443_1367
27.29727135475122,88.85529986394172,google_earth_point,southern_sikkim,1,,4146.0,6.34,0.6,-0.8,0.00695473,61.0,4442_1364
27.40504607525647,88.80672144844651,google_earth_point,southern_sikkim,1,,4631.0,23.307,-0.40943,-0.91234,0.00646737,132.0,4440_1370
27.27038611111111,88.38180833333332,google_earth_point,southern_sikkim,1,,1350.0,37.276,0.62224,-0.78282,0.00060803,205.0,4419_1363
27.37193515768285,88.27445913122476,google_earth_point,southern_sikkim,1,,2283.0,38.451,0.54049,-0.84135,0.00309609,192.0,4413_1368
27.33821944444444,88.28630833333334,google_earth_point,southern_sikkim,1,,1689.0,34.57,-0.09272,-0.99569,0.00051616,139.0,4414_1366
27.11244835875492,88.39664375645215,google_earth_point,southern_sikkim,1,,796.0,32.083,-0.62036,-0.78432,-0.00128757,161.0,4419_1355
27.11174005194307,88.40181870389887,google_earth_point,southern_sikkim,1,,1054.0,31.967,-0.83681,-0.54749,0.00254477,148.0,4420_1355
27.47796100595076,88.62898994374542,google_earth_point,southern_sikkim,1,,3561.0,43.909,0.20055,-0.97968,0.00521957,229.0,4431_1373
27.30454002064661,88.39427848218234,google_earth_point,southern_sikkim,1,,2213.0,31.611,-0.57996,-0.81465,0.00314561,160.0,4419_1365
27.29571388888889,88.28200555555556,google_earth_point,southern_sikkim,1,,1267.0,44.11,0.64902,-0.76077,0.00847542,231.0,4414_1364
27.390625,88.33044166666666,google_earth_point,southern_sikkim,1,,1526.0,26.296,0.65771,-0.75327,-0.00215264,135.0,4416_1369
27.29668333333333,88.29248888888888,google_earth_point,southern_sikkim,1,,929.0,39.07,0.86229,-0.50642,0.00311922,195.0,4414_1364
27.30374444444444,88.33492222222222,google_earth_point,southern_sikkim,1,,1309.0,30.662,-0.24364,-0.96987,0.00183589,132.0,4416_1365
27.30457222222222,88.33746666666666,google_earth_point,southern_sikkim,1,,1421.0,39.608,-0.30715,-0.95166,0.00050787,176.0,4416_1365
27.30546111111111,88.33938611111111,google_earth_point,southern_sikkim,1,,1529.0,31.473,-0.16109,-0.98694,0.00245875,132.0,4416_1365
27.49129444444445,88.49766111111111,google_earth_point,southern_sikkim,1,,1160.0,25.892,-0.19171,-0.98145,-1.31e-05,97.0,4424_1374
27.13973611111111,88.43181666666668,google_earth_point,southern_sikkim,1,,978.0,32.234,-0.69824,-0.71586,-8.734e-05,158.0,4421_1356
27.47769101844211,88.62982331151524,google_earth_point,southern_sikkim,1,,3480.0,44.189,0.3672,-0.93014,0.00113986,226.0,4431_1373
27.29692350400217,88.22167704839114,google_earth_point,southern_sikkim,1,,2021.0,45.584,0.63279,-0.77432,0.00214248,215.0,4411_1364
27.44541028468453,88.25940399409617,google_earth_point,southern_sikkim,1,,3248.0,40.717,0.75686,-0.65358,0.00259094,207.0,4412_1372
27.42475419842505,88.72104605731994,google_earth_point,southern_sikkim,1,,3821.0,37.219,-0.21577,-0.97644,0.00104263,173.0,4436_1371
27.44313611111111,88.14748333333334,google_earth_point,southern_sikkim,1,,3769.0,32.863,0.95888,0.2838,-0.00260434,148.0,4407_1372
27.36486111111111,88.12391388888888,google_earth_point,southern_sikkim,1,,2603.0,37.591,0.5737,-0.81906,0.00274404,174.0,4406_1368
27.37141403837876,88.11652508336468,google_earth_point,southern_sikkim,1,,2390.0,36.324,0.16624,-0.98609,-0.00057979,172.0,4405_1368
27.37864722222222,88.09322222222222,google_earth_point,southern_sikkim,1,,3465.0,38.746,0.38597,-0.92251,-0.00099965,175.0,4404_1368
27.38167222222222,88.09961944444444,google_earth_point,southern_sikkim,1,,3102.0,26.144,0.8432,-0.53761,0.00402621,148.0,4404_1369
27.40443444744539,88.08862276653403,google_earth_point,southern_sikkim,1,,4120.0,21.449,0.41007,-0.91205,0.002885,148.0,4404_1370
27.47396111111111,88.12204166666666,google_earth_point,southern_sikkim,1,,3964.0,37.768,-0.42485,-0.90527,-0.00092024,175.0,4406_1373
27.47333888888889,88.12066666666666,google_earth_point,southern_sikkim,1,,3941.0,28.027,0.70187,-0.71231,0.00017875,134.0,4406_1373
27.46508333333333,88.16581388888889,google_earth_point,southern_sikkim,1,,3934.0,28.086,-0.22904,-0.97342,0.00258585,115.0,4408_1373
27.45095,88.23802500000001,google_earth_point,southern_sikkim,1,,3678.0,32.462,0.00873,-0.99996,-0.00083348,130.0,4411_1372
27.42742614074958,88.71490065012237,google_earth_point,southern_sikkim,1,,3717.0,34.148,-0.09829,0.99516,-0.00048125,142.0,4435_1371
27.40873888888889,88.69441666666667,google_earth_point,southern_sikkim,1,,3335.0,29.938,0.98395,-0.17846,0.00153525,120.0,4434_1370
27.4135676265499,88.69712099198249,google_earth_point,southern_sikkim,1,,3500.0,36.123,0.4434,-0.89632,-0.00242747,179.0,4434_1370
27.41876666666667,88.69899722222223,google_earth_point,southern_sikkim,1,,3488.0,30.461,-0.61165,0.79113,-0.00255175,153.0,4434_1370
27.42773611111112,88.69818333333333,google_earth_point,southern_sikkim,1,,3353.0,25.523,-0.92213,0.38689,0.00193653,121.0,4434_1371
27.42941151292416,88.71105507723804,google_earth_point,southern_sikkim,1,,3383.0,34.281,0.30766,0.9515,-0.00175393,174.0,4435_1371
27.47121215945204,88.06854326203201,google_earth_point,southern_sikkim,1,,4254.0,23.445,-0.58608,-0.81026,0.00020142,105.0,4403_1373
27.46105555555555,88.06689444444444,google_earth_point,southern_sikkim,1,,4421.0,41.793,0.43662,0.89965,-0.00376461,212.0,4403_1373
27.44161832548429,88.26050921259251,google_earth_point,southern_sikkim,1,,3073.0,42.424,1.0,-0.00304,0.00164042,200.0,4413_1372
27.45406388888889,88.66667222222223,google_earth_point,southern_sikkim,1,,2221.0,39.063,0.47573,-0.87959,0.00306039,200.0,4433_1372
27.42749537475755,88.79302889314532,google_earth_point,southern_sikkim,1,,4528.0,32.305,-0.57331,-0.81934,7.441e-05,167.0,4439_1371
27.42733495463688,88.7903615450172,google_earth_point,southern_sikkim,1,,4411.0,28.539,-0.76106,-0.64869,-0.00078818,144.0,4439_1371
27.42795716182562,88.79143659342029,google_earth_point,southern_sikkim,1,,4496.0,31.036,-0.82632,-0.56319,0.0018631,143.0,4439_1371
27.43458359869217,88.79201219921964,google_earth_point,southern_sikkim,1,,4560.0,29.387,-0.94208,-0.3354,0.00168349,139.0,4439_1371
27.43621239868231,88.79037370049178,google_earth_point,southern_sikkim,1,,4575.0,26.019,-0.99585,-0.09105,0.00337708,137.0,4439_1371
27.43613207759973,88.7898994342073,google_earth_point,southern_sikkim,1,,4552.0,29.433,-0.99941,0.03446,0.00377108,144.0,4439_1371
27.4361556947761,88.78944193209672,google_earth_point,southern_sikkim,1,,4520.0,31.23,-0.9804,0.197,0.00169003,162.0,4439_1371
27.43597324509556,88.78937168663943,google_earth_point,southern_sikkim,1,,4513.0,29.027,-0.99364,0.11263,0.00121757,148.0,4439_1371
27.43704731206275,88.79065386126524,google_earth_point,southern_sikkim,1,,4594.0,35.53,-0.99973,0.02334,0.00662805,157.0,4439_1371
27.43804184648138,88.79077923824208,google_earth_point,southern_sikkim,1,,4582.0,36.407,-0.97369,0.22788,0.00581595,151.0,4439_1371
27.43386080441394,88.79261283713156,google_earth_point,southern_sikkim,1,,4582.0,28.405,-0.99388,-0.11043,0.00503901,114.0,4439_1371
27.19178611111111,88.30263055555555,google_earth_point,southern_sikkim,1,,1298.0,40.192,0.1644,-0.98639,-0.00133559,176.0,4415_1359
27.20736388888889,88.3612861111111,google_earth_point,southern_sikkim,1,,1419.0,49.913,0.59268,-0.80544,0.00050718,296.0,4418_1360
27.47841156411558,88.62808103042212,google_earth_point,southern_sikkim,1,,3591.0,31.345,-0.2075,-0.97823,0.00927809,122.0,4431_1373
27.39975555555555,88.63502500000001,google_earth_point,southern_sikkim,1,,2017.0,43.136,0.69966,-0.71448,-0.00033703,226.0,4431_1369
27.21328111048475,88.81982083633417,google_earth_point,southern_sikkim,1,,1988.0,36.573,0.79933,-0.6009,0.00054246,193.0,4440_1360
27.26480340780678,88.88943225803166,google_earth_point,southern_sikkim,1,,3810.0,37.607,0.19473,-0.98086,0.00241311,179.0,4444_1363
27.21424166666667,88.82013333333333,google_earth_point,southern_sikkim,1,,1993.0,34.008,0.96953,0.24496,0.00263425,154.0,4441_1360
27.40865719865226,88.80898867958042,google_earth_point,southern_sikkim,1,,4522.0,39.901,0.98666,-0.16278,0.00097471,158.0,4440_1370
27.278631308893708,88.61502286413273,google_earth_polygon,southern_sikkim,1,,1312.0,42.027,-0.17414,-0.98472,-0.00026956,192.0,4430_1363
27.265344813502015,88.5497508016921,google_earth_polygon,southern_sikkim,1,,877.0,31.922,0.78477,0.61979,-0.0003054,135.0,4427_1363
27.260224268912445,88.5503781643649,google_earth_polygon,southern_sikkim,1,,690.0,41.317,0.64623,-0.76315,-0.00014568,239.0,4427_1363
27.303233385582942,88.53569578608035,google_earth_polygon,southern_sikkim,1,,1915.0,32.915,0.66516,0.7467,-0.00163883,175.0,4426_1365
27.305284241422044,88.53515612949514,google_earth_polygon,southern_sikkim,1,,1831.0,31.023,0.99998,0.00693,-0.00105821,146.0,4426_1365
27.278807464088334,88.6219108523232,google_earth_polygon,southern_sikkim,1,,1356.0,35.116,-0.35156,-0.93617,-0.00013729,169.0,4431_1363
27.2916232080746,88.63062939026037,google_earth_polygon,southern_sikkim,1,,1157.0,38.353,-0.07723,-0.99701,-0.000706,188.0,4431_1364
27.282409114965375,88.52398742786983,google_earth_polygon,southern_sikkim,1,,1506.0,38.897,-0.2324,-0.97262,-0.00498847,170.0,4426_1364
27.348167438601898,88.53633512138447,google_earth_polygon,southern_sikkim,1,,2196.0,37.155,0.20527,-0.97871,-0.00700986,191.0,4426_1367
27.20601300521284,88.49108738487996,google_earth_polygon,southern_sikkim,1,,474.0,39.199,-0.68462,0.7289,-0.00177297,216.0,4424_1360
27.276797256144015,88.57067289691344,google_earth_polygon,southern_sikkim,1,,1043.0,47.73,0.69308,-0.72086,-0.00065453,256.0,4428_1363
