latitude,longitude,landslide_type,source,label,elevation_m,slope_deg,aspect_sin,aspect_cos,profile_curvature,relief_local_m,block
27.40665015824408,88.80578991733844,Rock slide,google_earth_point,1,4701.0,5.669,-0.30782,-0.95144,0.01451474,105.0,4440_1370
27.40482081787735,88.80386120519165,Debris flow,google_earth_point,1,4540.0,26.885,0.23285,-0.97251,0.00124042,114.0,4440_1370
27.40369072680698,88.79820924593324,Rock slide - debris flow,google_earth_point,1,4447.0,30.666,-0.65118,-0.75893,0.00153172,146.0,4439_1370
27.40761772673079,88.80520902801109,Rock fall,google_earth_point,1,4630.0,29.551,-0.60508,0.79616,0.00241676,152.0,4440_1370
27.40737388799134,88.80476890773008,Rock fall,google_earth_point,1,4637.0,33.47,-0.74787,0.66384,0.00486647,159.0,4440_1370
27.41417009524894,88.80466204398704,Debris flow,google_earth_point,1,4658.0,28.914,-0.13579,-0.99074,-0.00102688,143.0,4440_1370
27.41427393613874,88.80364022798892,Debris flow,google_earth_point,1,4644.0,35.184,-0.54374,-0.83925,0.00163287,173.0,4440_1370
27.41482912594406,88.80322023642574,Debris flow,google_earth_point,1,4660.0,25.459,-0.91017,-0.41424,0.00138378,133.0,4440_1370
27.41198966400558,88.79684583317271,Rock fall,google_earth_point,1,4517.0,23.845,-0.69762,-0.71647,0.0017992,120.0,4439_1370
27.41248855395779,88.79655510027685,Rock fall,google_earth_point,1,4522.0,33.161,-0.75033,-0.66106,0.00135379,154.0,4439_1370
27.41289045387628,88.796270599554,Rock fall,google_earth_point,1,4521.0,37.885,-0.8015,-0.598,0.00101443,182.0,4439_1370
27.41389560511123,88.79557892283405,Rock fall,google_earth_point,1,4543.0,33.208,-0.82112,-0.57075,0.00246577,157.0,4439_1370
27.41400459107975,88.79383035450796,Debris flow,google_earth_point,1,4459.0,26.969,-0.18561,-0.98262,-0.00053478,107.0,4439_1370
27.41729368629538,88.79111515483228,Debris flow,google_earth_point,1,4434.0,33.357,-0.11182,0.99373,0.00386437,138.0,4439_1370
27.41663883335053,88.79346695605366,Debris flow,google_earth_point,1,4518.0,35.321,0.11172,0.99374,0.00359991,138.0,4439_1370
27.4161011696527,88.7967213129255,Debris flow,google_earth_point,1,4615.0,31.23,-0.43064,0.90252,0.00852986,150.0,4439_1370
27.41612208414823,88.79563568189525,Debris flow,google_earth_point,1,4566.0,28.395,-0.67828,0.7348,0.00380703,129.0,4439_1370
27.41645466907499,88.79483410576539,Rock fall,google_earth_point,1,4520.0,27.631,-0.23879,0.97107,0.00498574,129.0,4439_1370
27.41658759912672,88.79806417480142,Debris flow,google_earth_point,1,4561.0,40.792,0.10301,0.99468,-0.00159292,172.0,4439_1370
27.4032026124998,88.78890470339161,Rock fall,google_earth_point,1,4388.0,33.708,-0.39141,0.92022,-0.00211869,139.0,4439_1370
27.40537503739312,88.79214535847622,Rock fall,google_earth_point,1,4350.0,41.231,-0.79714,0.6038,0.00011216,190.0,4439_1370
27.40241892654273,88.78812522866012,Debris flow,google_earth_point,1,4426.0,22.367,-0.91129,0.41177,0.00485553,131.0,4439_1370
27.40166436912834,88.78824338896689,Debris flow,google_earth_point,1,4403.0,31.991,-0.36909,-0.92939,0.00503143,139.0,4439_1370
27.40083331882461,88.78626718622523,Debris flow,google_earth_point,1,4295.0,30.073,-0.23745,-0.9714,0.00162506,156.0,4439_1370
27.38502726863654,88.7907296783926,Rock fall,google_earth_point,1,4293.0,37.768,-0.97698,0.21332,-0.0001953,162.0,4439_1369
27.38590818133828,88.79163544238146,Debris flow,google_earth_point,1,4363.0,30.385,-0.9996,-0.02842,0.00553461,163.0,4439_1369
27.37029182313335,88.83840180560426,Rock fall/debris flow,google_earth_point,1,4079.0,38.341,0.50048,-0.86575,-0.0006545,164.0,4441_1368
27.36868888888889,88.84880833333332,Debris flow,google_earth_point,1,4139.0,21.487,-0.58922,0.80797,0.00203915,98.0,4442_1368
27.38219404377141,88.8525635429216,Rock slide,google_earth_point,1,4290.0,31.878,-0.12953,-0.99158,0.00051187,137.0,4442_1369
27.37418499215418,88.86287077031803,Rock fall,google_earth_point,1,4437.0,26.599,-0.97632,-0.21634,0.00376221,114.0,4443_1368
27.36037670887603,88.88019581971824,Debris flow,google_earth_point,1,4607.0,31.516,-0.90374,-0.42809,0.00059909,157.0,4444_1368
27.34747842584173,88.863660440244,Debris flow,google_earth_point,1,4274.0,35.6,-0.95061,0.3104,-0.00228214,157.0,4443_1367
27.29727135475122,88.85529986394172,Rock slide,google_earth_point,1,4146.0,6.34,0.6,-0.8,0.00695473,61.0,4442_1364
27.40504607525647,88.80672144844651,Rock fall,google_earth_point,1,4631.0,23.307,-0.40943,-0.91234,0.00646737,132.0,4440_1370
27.27038611111111,88.38180833333332,Debris flow,google_earth_point,1,1350.0,37.276,0.62224,-0.78282,0.00060803,205.0,4419_1363
27.37193515768285,88.27445913122476,Debris flow,google_earth_point,1,2283.0,38.451,0.54049,-0.84135,0.00309609,192.0,4413_1368
27.33821944444444,88.28630833333334,Debris flow,google_earth_point,1,1689.0,34.57,-0.09272,-0.99569,0.00051616,139.0,4414_1366
27.11244835875492,88.39664375645215,Debris flow,google_earth_point,1,796.0,32.083,-0.62036,-0.78432,-0.00128757,161.0,4419_1355
27.11174005194307,88.40181870389887,Debris flow,google_earth_point,1,1054.0,31.967,-0.83681,-0.54749,0.00254477,148.0,4420_1355
27.47796100595076,88.62898994374542,Debris flow,google_earth_point,1,3561.0,43.909,0.20055,-0.97968,0.00521957,229.0,4431_1373
27.30454002064661,88.39427848218234,Debris flow,google_earth_point,1,2213.0,31.611,-0.57996,-0.81465,0.00314561,160.0,4419_1365
27.29571388888889,88.28200555555556,Debris flow,google_earth_point,1,1267.0,44.11,0.64902,-0.76077,0.00847542,231.0,4414_1364
27.390625,88.33044166666666,Debris slide-flow,google_earth_point,1,1526.0,26.296,0.65771,-0.75327,-0.00215264,135.0,4416_1369
27.29668333333333,88.29248888888888,Debris flow,google_earth_point,1,929.0,39.07,0.86229,-0.50642,0.00311922,195.0,4414_1364
27.30374444444444,88.33492222222222,Debris flow,google_earth_point,1,1309.0,30.662,-0.24364,-0.96987,0.00183589,132.0,4416_1365
27.30457222222222,88.33746666666666,Debris flow,google_earth_point,1,1421.0,39.608,-0.30715,-0.95166,0.00050787,176.0,4416_1365
27.30546111111111,88.33938611111111,Debris flow,google_earth_point,1,1529.0,31.473,-0.16109,-0.98694,0.00245875,132.0,4416_1365
27.49129444444445,88.49766111111111,Debris flow,google_earth_point,1,1160.0,25.892,-0.19171,-0.98145,-1.31e-05,97.0,4424_1374
27.13973611111111,88.43181666666668,Debris flow,google_earth_point,1,978.0,32.234,-0.69824,-0.71586,-8.734e-05,158.0,4421_1356
27.47769101844211,88.62982331151524,Debris flow,google_earth_point,1,3480.0,44.189,0.3672,-0.93014,0.00113986,226.0,4431_1373
27.29692350400217,88.22167704839114,Debris flow,google_earth_point,1,2021.0,45.584,0.63279,-0.77432,0.00214248,215.0,4411_1364
27.44541028468453,88.25940399409617,Debris flow,google_earth_point,1,3248.0,40.717,0.75686,-0.65358,0.00259094,207.0,4412_1372
27.42475419842505,88.72104605731994,Debris flow,google_earth_point,1,3821.0,37.219,-0.21577,-0.97644,0.00104263,173.0,4436_1371
27.44313611111111,88.14748333333334,Debris flow,google_earth_point,1,3769.0,32.863,0.95888,0.2838,-0.00260434,148.0,4407_1372
27.36486111111111,88.12391388888888,Debris flow,google_earth_point,1,2603.0,37.591,0.5737,-0.81906,0.00274404,174.0,4406_1368
27.37141403837876,88.11652508336468,Debris flow,google_earth_point,1,2390.0,36.324,0.16624,-0.98609,-0.00057979,172.0,4405_1368
27.37864722222222,88.09322222222222,Debris flow,google_earth_point,1,3465.0,38.746,0.38597,-0.92251,-0.00099965,175.0,4404_1368
27.38167222222222,88.09961944444444,Debris flow,google_earth_point,1,3102.0,26.144,0.8432,-0.53761,0.00402621,148.0,4404_1369
27.40443444744539,88.08862276653403,Debris flow,google_earth_point,1,4120.0,21.449,0.41007,-0.91205,0.002885,148.0,4404_1370
27.47396111111111,88.12204166666666,Debris flow,google_earth_point,1,3964.0,37.768,-0.42485,-0.90527,-0.00092024,175.0,4406_1373
27.47333888888889,88.12066666666666,Debris flow,google_earth_point,1,3941.0,28.027,0.70187,-0.71231,0.00017875,134.0,4406_1373
27.46508333333333,88.16581388888889,Debris flow,google_earth_point,1,3934.0,28.086,-0.22904,-0.97342,0.00258585,115.0,4408_1373
27.45095,88.23802500000001,Debris flow,google_earth_point,1,3678.0,32.462,0.00873,-0.99996,-0.00083348,130.0,4411_1372
27.42742614074958,88.71490065012237,Debris flow,google_earth_point,1,3717.0,34.148,-0.09829,0.99516,-0.00048125,142.0,4435_1371
27.40873888888889,88.69441666666667,Debris flow,google_earth_point,1,3335.0,29.938,0.98395,-0.17846,0.00153525,120.0,4434_1370
27.4135676265499,88.69712099198249,Debris flow,google_earth_point,1,3500.0,36.123,0.4434,-0.89632,-0.00242747,179.0,4434_1370
27.41876666666667,88.69899722222223,Debris flow,google_earth_point,1,3488.0,30.461,-0.61165,0.79113,-0.00255175,153.0,4434_1370
27.42773611111112,88.69818333333333,Debris flow,google_earth_point,1,3353.0,25.523,-0.92213,0.38689,0.00193653,121.0,4434_1371
27.42941151292416,88.71105507723804,Debris flow,google_earth_point,1,3383.0,34.281,0.30766,0.9515,-0.00175393,174.0,4435_1371
27.47121215945204,88.06854326203201,Debris flow,google_earth_point,1,4254.0,23.445,-0.58608,-0.81026,0.00020142,105.0,4403_1373
27.46105555555555,88.06689444444444,Debris flow,google_earth_point,1,4421.0,41.793,0.43662,0.89965,-0.00376461,212.0,4403_1373
27.44161832548429,88.26050921259251,Debris flow,google_earth_point,1,3073.0,42.424,1.0,-0.00304,0.00164042,200.0,4413_1372
27.45406388888889,88.66667222222223,Debris flow,google_earth_point,1,2221.0,39.063,0.47573,-0.87959,0.00306039,200.0,4433_1372
27.42749537475755,88.79302889314532,Rock fall,google_earth_point,1,4528.0,32.305,-0.57331,-0.81934,7.441e-05,167.0,4439_1371
27.42733495463688,88.7903615450172,Rock fall,google_earth_point,1,4411.0,28.539,-0.76106,-0.64869,-0.00078818,144.0,4439_1371
27.42795716182562,88.79143659342029,Rock fall,google_earth_point,1,4496.0,31.036,-0.82632,-0.56319,0.0018631,143.0,4439_1371
27.43458359869217,88.79201219921964,Rock fall,google_earth_point,1,4560.0,29.387,-0.94208,-0.3354,0.00168349,139.0,4439_1371
27.43621239868231,88.79037370049178,Rock fall,google_earth_point,1,4575.0,26.019,-0.99585,-0.09105,0.00337708,137.0,4439_1371
27.43613207759973,88.7898994342073,Rock fall,google_earth_point,1,4552.0,29.433,-0.99941,0.03446,0.00377108,144.0,4439_1371
27.4361556947761,88.78944193209672,Rock fall,google_earth_point,1,4520.0,31.23,-0.9804,0.197,0.00169003,162.0,4439_1371
27.43597324509556,88.78937168663943,Rock fall,google_earth_point,1,4513.0,29.027,-0.99364,0.11263,0.00121757,148.0,4439_1371
27.43704731206275,88.79065386126524,Rock fall/debris flow,google_earth_point,1,4594.0,35.53,-0.99973,0.02334,0.00662805,157.0,4439_1371
27.43804184648138,88.79077923824208,Rock fall/debris flow,google_earth_point,1,4582.0,36.407,-0.97369,0.22788,0.00581595,151.0,4439_1371
27.43386080441394,88.79261283713156,Rock fall,google_earth_point,1,4582.0,28.405,-0.99388,-0.11043,0.00503901,114.0,4439_1371
27.19178611111111,88.30263055555555,Debris flow,google_earth_point,1,1298.0,40.192,0.1644,-0.98639,-0.00133559,176.0,4415_1359
27.20736388888889,88.3612861111111,Debris flow,google_earth_point,1,1419.0,49.913,0.59268,-0.80544,0.00050718,296.0,4418_1360
27.47841156411558,88.62808103042212,Debris flow,google_earth_point,1,3591.0,31.345,-0.2075,-0.97823,0.00927809,122.0,4431_1373
27.39975555555555,88.63502500000001,Debris flow,google_earth_point,1,2017.0,43.136,0.69966,-0.71448,-0.00033703,226.0,4431_1369
27.21328111048475,88.81982083633417,Debris flow,google_earth_point,1,1988.0,36.573,0.79933,-0.6009,0.00054246,193.0,4440_1360
27.26480340780678,88.88943225803166,Debris flow,google_earth_point,1,3810.0,37.607,0.19473,-0.98086,0.00241311,179.0,4444_1363
27.21424166666667,88.82013333333333,Debris flow,google_earth_point,1,1993.0,34.008,0.96953,0.24496,0.00263425,154.0,4441_1360
27.40865719865226,88.80898867958042,Rock fall,google_earth_point,1,4522.0,39.901,0.98666,-0.16278,0.00097471,158.0,4440_1370
27.278631308893708,88.61502286413273,Debris slide,google_earth_polygon,1,1312.0,42.027,-0.17414,-0.98472,-0.00026956,192.0,4430_1363
27.265344813502015,88.5497508016921,Translational slide,google_earth_polygon,1,877.0,31.922,0.78477,0.61979,-0.0003054,135.0,4427_1363
27.260224268912445,88.5503781643649,Rock slide,google_earth_polygon,1,690.0,41.317,0.64623,-0.76315,-0.00014568,239.0,4427_1363
27.303233385582942,88.53569578608035,Debris slide,google_earth_polygon,1,1915.0,32.915,0.66516,0.7467,-0.00163883,175.0,4426_1365
27.305284241422044,88.53515612949514,Debris slide,google_earth_polygon,1,1831.0,31.023,0.99998,0.00693,-0.00105821,146.0,4426_1365
27.278807464088334,88.6219108523232,Debris slide,google_earth_polygon,1,1356.0,35.116,-0.35156,-0.93617,-0.00013729,169.0,4431_1363
27.2916232080746,88.63062939026037,Debris slide,google_earth_polygon,1,1157.0,38.353,-0.07723,-0.99701,-0.000706,188.0,4431_1364
27.282409114965375,88.52398742786983,Debris slide,google_earth_polygon,1,1506.0,38.897,-0.2324,-0.97262,-0.00498847,170.0,4426_1364
27.348167438601898,88.53633512138447,Debris slide,google_earth_polygon,1,2196.0,37.155,0.20527,-0.97871,-0.00700986,191.0,4426_1367
27.20601300521284,88.49108738487996,Debris slide-flow,google_earth_polygon,1,474.0,39.199,-0.68462,0.7289,-0.00177297,216.0,4424_1360
27.276797256144015,88.57067289691344,Shallow translational slide,google_earth_polygon,1,1043.0,47.73,0.69308,-0.72086,-0.00065453,256.0,4428_1363
27.215474724027715,88.60727587536988,Rock slide,google_earth_polygon,1,865.0,20.89,0.97162,-0.23654,-0.00127439,95.0,4430_1360
27.234791129800946,88.69143632129467,Debris slide,google_earth_polygon,1,1513.0,50.934,-0.14994,-0.9887,-0.00023516,236.0,4434_1361
27.195300183264408,88.64169469727358,Rock slide,google_earth_polygon,1,831.0,42.956,0.06414,0.99794,0.00036477,186.0,4432_1359
27.189984825637396,88.63911737556244,Debris slide-flow,google_earth_polygon,1,882.0,35.04,-0.92889,0.37037,-0.00116332,155.0,4431_1359
27.198015748659202,88.55378602608047,Debris slide,google_earth_polygon,1,573.0,23.746,0.56196,-0.82716,0.00055911,110.0,4427_1359
27.234505901534654,88.64262547968951,Rock slide,google_earth_polygon,1,1430.0,42.832,0.51538,-0.85696,-0.00215171,225.0,4432_1361
27.19963085291552,88.55574913799438,Debris slide,google_earth_polygon,1,605.0,8.79,0.33235,-0.94316,0.00161304,41.0,4427_1359
27.23773944034773,88.61344278516762,Debris slide,google_earth_polygon,1,1029.0,21.672,0.62213,-0.78291,-0.00346403,106.0,4430_1361
27.201848286023406,88.55521460659034,Debris slide,google_earth_polygon,1,643.0,24.27,0.6561,-0.75467,-0.00195872,110.0,4427_1360
